aafb 工地
yabc 谋取
yabq 诬陷
yabw 施工队
yaby 谨防
yabb 话匣子
ycbc 充盈
ydbm 诚聘
ydbn 忘不了
yeeb 衣服
yfpb 方块字
yfpb 誖
yfrb 读报
yftb 誟
yfvb 讨好
yfbc 读取
yfbn 讲了
yfbs 就地取材
ygdb 主顾
ygbm 评出
ygbm 评聘
ygbn 訰
yhbb 这辈子
yirb 文汇报
yjbc 齐聚
ykfb 就地
ykfb 高地
ykgb 敲击
ykmb 高邮
ykmb 鄗
ykpb 识字
ykrb 误报
ykvb 就好
ykb 郭
ykbd 䃞
ykbd 䃦
ykbf 享
ykbf 塾
ykbf 墪
ykbg 鹑
ykbg 諿
ykbj 亨
ykbj 襄阳
ykbj 高阳
ykbk 就职
ykbl 亸
ykbl 嚲
ykbm 高出
ykbm 亮出
ykbn 憝
ykbn 㝄
ykbo 熟
ykbo 烹
ykbo 鶉
ykbq 鐜
ykbr 撉
ykbt 敦
ykbw 高阶
ykby 孰
ykbb 郭
ykbb 㝇
ymab 调节
ymbm 调出
ymbb 调子
ynfb 遍地
ynpb 刻字
yntb 郂
ynbc 记取
ynbc 㦾
ynbh 邙
ynbm 誳
ynbp 为民除害
ynbt 譀
ynbb 房子
yovb 变好
yob 孪
yobf 孪
ypqb 䛷
ypbf 离家出走
yqdb 诡
yqdb 詭
yqdb 㫉
yqrb 詾
yqbn 䛄
yqbt 謅
yrb 离
yrbc 离
yrbh 訩
yrbh 讻
yrbj 㐫
yrbk 离职
yrby 離
yrbb 离子
ysrb 订报
ysbm 订出
ytfb 诞生地
ytb 施
ytbg 斿
ytbj 䗐
ytbm 放出
ytbm 䞄
ytbn 施
ytbn 为了
ytbp 诬告陷害
ytbp 遊
ytbt 诱
ytbt 誘
ytbv 为限
yueb 说服
yurb 交头接耳
yubi 谦逊
yvcb 郎
yveb 郞
yveb 郎
yvvb 良好
ywrb 郊
ywub 诊疗
ywbf 交际
ywbh 邟
ywbm 交出
ywbm 认出
ywby 设防
ywbb 高分子
yxlb 鄐
yxxb 孿
yxxb 㝈
yxyb 孶
yykb 谆
yykb 諄
yypb 文字
yybk 文职
yybp 议院
yybu 文联
ybcy 诹
ybcy 諏
ybdd 望子成龙
ybde 䜏
ybdu 充耳不闻
yben 讔
ybf 斈
ybf 斊
ybg 誀
ybh 邡
ybhc 詜
ybk 㓙
ybmh 诎
ybmh 詘
ybn 訑
ybt 䚮
ybtg 讲卫生
ybbb 讘
b 了
b 子
b 耳
ba 陈
baay 䧖
badu 出其不意
badw 陿
bafw 陈规
bagq 陈列
bahj 陈旧
bai 陈
baiy 陈
bajv 隁
bakk 䧢
bano 聚苯乙烯
baow 陈腐
barh 陈年
baru 隔靴搔痒
basy 陈述
bati 孤芳自赏
baww 孤苦伶仃
bawy 䧆
bay 聀
bayj 除草剂
bayn 陈词
bayw 陈设
bc 取
bcag 陉
bcap 聂荣
bcc 聂
bccm 颞
bccu 聂
bceh 取用
bcet 取胜
bcff 取款
bcff 埾
bcfh 取走
bcfn 盈亏
bchq 聚餐
bci 聚
bci 夃
bcii 取消
bcii 取水
bcij 㔌
bciu 聚
bcib 鄹
bcje 取暖
bcjw 联欢晚会
bcjy 取景
bckg 孡
bcl 盈
bcla 戤
bclf 盈
bclk 取回
bcnd 聚居
bcnh 㜿
bcnh 䦽
bcnu 取悦
bcou 焣
bcou 㷅
bcoy 䧞
bcqk 取名
bcqn 阭
bcsf 取材
bcsu 取样
bcsu 棸
bctj 取得
bctj 盈利
bcut 聚首
bcut 取道
bcv 娶
bcvf 娶
bcwa 取代
bcwe 职能作用
bcwf 聚会
bcwf 取舍
bcwf 联欢会
bcwg 聚合
bcwg 盈余
bcwt 陖
bcww 聚众
bcwy 聚集
bcwy 聚焦
bcwy 取信
bcxc 取经
bcxy 取缔
bcy 取
bcyg 取证
bcyo 聚变
bcbh 郰
bcbm 取出
bd 随
bda 隋
bdaa 隓
bdae 隋
bdaf 墮
bdai 堕落
bdam 嶞
bdan 隳
bdap 隨
bdap 䢫
bdas 㯐
bday 䜐
bdcy 耾
bdcy 䧀
bddg 随感
bddx 承袭
bdef 堕
bdeg 陏
bdep 随
bdep 承受
bdeb 防不胜防
bdf 呄
bdfc 承运
bdfe 陙
bdfh 了不起
bdfl 承载
bdfn 陓
bdfb 随地
bdgy 隇
bdhy 阫
bdi 承
bdii 承
bdiy 随大流
bdj 陌
bdjf 随时
bdjg 陌
bdkk 随口
bdlw 承办
bdlw 承办人
bdmd 陾
bdmg 随同
bdmj 聏
bdmj 陑
bdpl 随军
bdqn 承包
bdre 出奇制胜
bdrf 阳春白雪
bdrg 随后
bdrj 承担
bdrt 随手
bdru 承接
bdsh 随想
bdsk 陭
bdsw 随机
bdte 承租
bdtf 承德
bdtf 陦
bdtg 陌生
bdtg 随行
bdtg 承重
bdth 随处
bdtj 了不得
bdtk 随和
bdtm 随身
bdtq 障碍物
bdtt 随笔
bdty 陝
bdug 随着
bdug 隔三差五
bduj 随意
bdvc 随即
bdvg 承建
bdwg 随便
bdwp 取而代之
bdwr 随风
bdww 聗
bdww 陜
bdx 陇
bdxy 陇
bdya 承诺
bdyt 随州
bdyw 承认
bdyy 随访
bdbf 阳奉阴违
bdbn 阨
bdbw 随队
bdby 阴盛阳衰
be 阴
bead 孤胆英雄
beag 隉
bean 隱
beas 檃
beas 櫽
bedj 阻碍
bedl 阴历
beeg 䧟
befc 阴云
befg 阴雨
beg 阴
beg 䎳
begd 阴天
begg 阻
behc 䏂
behh 阻止
beip 阴沉
beju 阴暗
bejy 阴影
beln 阻力
bepa 阻塞
beqn 聣
bera 阻挠
beri 阻挡
beru 阻拦
bese 阴极
bess 阴森
beto 䧦
beuj 阴间
beut 阴道
beuw 阴冷
beuy 阴凉
bevg 䧌
bevn 隠
bewf 阻值
beya 阴谋
bebg 阻隔
bf 际
bfaj 陵墓
bfam 隫
bfcy 耺
bfcy 阹
bfd 孺
bfdj 孺
bfdj 隭
bfdb 隔墙有耳
bfeg 陵县
bffh 陡坡
bffq 隢
bffw 孤零零
bfh 陡
bfh 䦹
bfhy 陡
bfhy 陚
bfi 际
bfiy 际
bfjg 降雨量
bfjh 阱
bfjh 䎴
bfkg 聐
bfkk 㝆
bflf 陵园
bfln 聴
bfmi 陡峭
bfnf 隯
bfq 阮
bfqd 陡然
bfqn 阮
bftj 陼
bfw 陵
bfwf 陸
bfwt 陵
bfww 承运人
bfbn 陈规陋习
bfbt 随声附和
bg 卫
bgd 卫
bgd 孒
bgdh 防毒面具
bgdx 耳聋
bgea 隔膜
bgeg 聙
bgen 险恶用心
bgey 陠
bgff 隔墙
bgfg 卫士
bgfg 孲
bgfn 聽
bgfb 陆地
bgga 隔开
bgh 耳
bghg 耳
bghg 聇
bghg 阷
bghh 耳目
bgig 卫辉
bgig 耳光
bgjf 䧠
bgji 陳
bgjj 螴
bgjn 䧥
bgjq 卫冕
bgjt 卫星
bgjt 敶
bgk 隔
bgkg 䎸
bgkh 隔
bgkh 陆路
bgkj 䏀
bgky 聝
bgky 䧕
bglg 卫国
bglp 耳边
bgm 陋
bgma 降下帷幕
bgmj 䏆
bgmm 隔山
bgmn 陋
bgmw 陃
bgnk 隔壁
bgnu 陋习
bgon 隔断
bgpg 陈列室
bgpg 陋室
bgpl 陆军
bgpy 卫视
bgqn 阢
bgqt 隞
bgrg 卫兵
bgru 隐恶扬善
bgrv 隔热
bgsg 陕西
bgsr 隔板
bgst 陆桥
bgsu 㭆
bgsw 耳机
bgtg 卫生
bgtn 除恶务尽
bgu 陕
bgud 陕
bguj 隔音
bguu 陈至立
bgux 陕北
bguy 隔阂
bgub 耳闻
bgva 陘
bgwr 隬
bgws 耳朵
bgxf 陆续
bgxq 隔绝
bgxw 䧅
bgyr 隔离
bgb 陆
bgbh 陆
bgbw 卫队
bh 耻
bhaa 隵
bhaw 䖎
bhc 陂
bhcy 陂
bhdd 陫
bhdf 耻辱
bhg 耻
bhg 阯
bhgd 㞢
bhgf 㞷
bhgj 蚩
bhgj 旹
bhgu 耳目一新
bhgv 妛
bhh 陟
bhhg 骘
bhho 騭
bhht 陟
bhk 屮
bhkg 阽
bhn 鼐
bhnn 鼐
bhnq 除此以外
bhpq 除此之外
bhqd 子虚乌有
bhqn 䧋
bhwv 㞣
bhyg 承上启下
bhbh 芔
bi 孙
bick 孤掌难鸣
bidd 函大
bide 也没有
bidf 聚沙成塔
bidw 出清存货
bieg 陗
bifj 防波堤
bifp 函索
big 丞
bige 脀
bigf 丞
bigf 逊于
bigi 随波逐流
bign 巹
bigo 烝
bigr 孤注一掷
bigb 卺
bihi 耳濡目染
bii 氶
bij 隙
bijg 降水量
biji 隙
bijv 阳光明媚
bikk 除尘器
bimj 㞼
biov 函数
bip 逊
bipf 隚
bipi 逊
bipw 陆海空
biqc 逊色
bire 函授
bito 隲
biu 尕
bivv 孙女
biwt 函件
biy 孙
biy 阥
bib 函
bibk 函
bibm 顄
bibb 孙子
bj 阳
bjck 阳台
bjdl 阳历
bjdp 随遇而安
bjdw 阳春
bjfd 阳城
bjfg 陧
bjfg 䧉
bjft 聪明才智
bjg 阳
bjgh 隄
bjgr 陽
bjh 刵
bjhh 䎶
bjia 阳江
bjig 阳光
bjm 隅
bjmy 隅
bjnt 阳性
bjpy 除暴安良
bjqa 阴暗角落
bjri 阳泉
bjus 阳新
bjvh 也是如此
bjww 聪明人
bjww 聪明伶俐
bjwy 阳信
bjxo 隰
bjxo 䏉
bjyk 阳高
bjbf 随时随地
bk 职
bkaa 职工
bkai 陨落
bkc 亟
bkce 职能
bkcg 亟
bkco 焏
bkcb 凾
bkdg 陨石
bkdu 出口成章
bkdb 随口而出
bkeg 䧎
bkf 叾
bkgf 聖
bkgm 职责
bkh 聩
bkhh 䦿
bkhm 聩
bkhm 聵
bkhm 隤
bkjt 陨星
bkkm 职员
bkm 陨
bkmm 孙中山
bkmy 陨
bkmy 隕
bkog 职业
bkpf 职守
bksc 职权
bktf 亟待
bktl 职务
bktq 职称
bkw 职
bkwu 职位
bkwy 职
bkyh 耳听为虚
bkbg 随叫随到
bl 阵
blap 阵营
blef 阵脚
blf 孟
blf 盁
blff 塦
blfg 阵雨
blfb 阵地
blg 䧃
blge 隈
blh 阵
blh 陣
blit 出国深造
bll 勐
bllt 勐
blpw 阵容
blru 孟加拉
blrv 阵势
blt 阞
bluc 阵痛
blwr 阵风
blxf 阵线
blxj 附加费
blyn 阵亡
blbb 孟子
bm 出
bmaa 出工
bmak 出勤
bmal 出苗
bman 出世
bmcg 出马
bmck 出台
bmco 隔岸观火
bmdg 出厂
bmdm 出面
bmdm 䪼
bmds 出奇
bmeh 聘用
bmf 祟
bmfc 出去
bmfc 出动
bmff 出土
bmfg 聃
bmfg 耼
bmfh 出走
bmfi 祟
bmfi 出示
bmfk 䎻
bmfk 䧓
bmfn 出场
bmfn 出卖
bmfn 出声
bmfn 㞊
bmfn 䄐
bmfo 䳳
bmfu 出境
bmfw 㱁
bmg 聘
bmgf 出于
bmgk 出事
bmgm 出现
bmgn 聘
bmgo 出来
bmgu 隑
bmgb 出击
bmhk 出战
bmhw 䖓
bmif 出汗
bmim 出油
bmit 出海
bmiw 出没
bmiy 出游
bmjg 出题
bmjg 出师
bmk 出
bmkh 出路
bmkk 出口
bmkk 出品
bmlg 出国
bmln 出力
bmmm 出山
bmmv 孾
bmnn 出书
bmnn 出局
bmnn 聘书
bmnt 出发
bmoa 出席
bmot 出庭
bmou 粜
bmoy 糶
bmpg 出家
bmpy 出神
bmqa 出错
bmqc 出色
bmqh 出外
bmqi 出逃
bmqk 出名
bmqt 出狱
bmqw 欪
bmrg 出兵
bmrn 出气
bmrt 出手
bmtd 出笼
bmte 出租
bmte 出航
bmtg 出生
bmtg 出征
bmtg 出行
bmth 出自
bmth 出处
bmth 出版
bmth 出息
bmtl 出血
bmtm 出身
bmtu 出乎
bmty 出入
bmud 出头
bmug 出差
bmuq 出资
bmut 出道
bmuy 出门
bmvp 出嫁
bmwa 出借
bmwg 出使
bmwn 䧙
bmwt 出任
bmwt 聘任
bmww 出众
bmwy 出售
bmxf 出线
bmxm 出纳
bmy 孭
bmyg 聘请
bmyh 出让
bmyj 出齐
bmyt 聘为
bmyw 出诊
bmyy 出访
bmbh 䢺
bmbp 出院
bn 也
bnfc 了却
bnfh 阠
bnft 孔教
bngc 乃至
bngk 了事
bnh 了
bnh 卩
bnh 阝
bnh 凵
bnhg 孑
bnhk 出发点
bnhn 也
bnim 孔洞
bniw 孔雀
bnjg 也是
bnjg 乃是
bnkf 隦
bnlf 也罢
bnn 孔
bnn 巜
bnn 耴
bnn ⺋
bnn 㔾
bnn 䎲
bnnn 了局
bnom 孔庙
bnon 了断
bnor 聚乙烯
bnow 孔府
bnqe 了解
bnrw 随心所欲
bnsv 也要
bnt 乃
bntg 也行
bntj 了得
bntn 聊以自慰
bntt 䎵
bnu 孞
bnuy 也门
bnvb 也好
bnwf 也会
bnwn 出以公心
bnwy 䦼
bnxf 了结
bny 恥
bnyk 也就
bnyn 了望
bnyt 也许
bnbi 孔隙
bnbt 䧩
bnbb 孔子
bo 耿
bodv 䧪
boff 防火墙
bogi 䧨
bogw 䧤
boou 㷦
boqh 隣
boqh 隣
bora 出类拔萃
bovh 䧡
bovk 䧜
bowp 聚精会神
boy 耿
boy 阦
boye 褧
boyj 防腐剂
bp 院
bpai 院落
bpai 辽东
bpc 迆
bpd 䢊
bpdg 随之而来
bpdn 取之不尽
bpdn 䧮
bpe 辸
bpf 院
bpfg 院士
bpfi 孮
bpfq 院
bpfw 孤寡老人
bpgf 取之于
bpgh 聢
bpgh 䧑
bpgm 䧬
bpid 辽源
bpif 阿富汗
bpim 防空洞
bpis 辽河
bpit 辽宁省
bpit 孤军深入
bpjl 陀螺
bpjw 䏃
bpk 辽
bpkm 陪审员
bpns 聹
bpps 辽宁
bppw 孤家寡人
bpq 耽
bpqn 耽
bprn 院所
bpru 耽搁
bpsg 辽西
bpsh 聍
bpsy 院校
bpta 院长
bptw 出神入化
bptx 院系
bpuf 䏁
bpui 辽阔
bpwa 聜
bpwf 䏄
bpwi 聺
bpwv 聚宝盆
bpx 陀
bpxn 陀
bpyk 耽误
bpyy 院方
bpbj 辽阳
bpbb 院子
bq 隐
bqaa 隐匿
bqad 隐藏
bqai 陷落
bqaj 䎽
bqau 隐蔽
bqay 阺
bqdy 聸
bqdb 陒
bqe 陷
bqeg 陷
bqga 隐形
bqgd 聊天
bqgf 陷于
bqgt 险象环生
bqha 隐瞒
bqhj 陥
bqiy 聎
bqkg 䧁
bqkk 隐患
bqkk 陶器
bqkq 㝃
bqky 䧯
bqn 孢
bqnd 隐居
bqnn 孢
bqoi 䧰
bqoy 陱
bqqu 㚉
bqqy 陊
bqr 陶
bqrm 陶
bqrn 聦
bqrq 出尔反尔
bqsg 陶醉
bqt 聊
bqtc 隐私
bqtn 隐秘
bqty 陷入
bqtb 聊
bquc 陶冶
bquq 陶瓷
bqv 隐
bqvn 隐
bqwy 隐含
bqxq 隐约
bqbf 陷阱
br 孤
brc 孤
brcy 孤
brcy 阪
brdw 出手不凡
brfm 陈年老帐
brft 孤老
brgg 隍
briy 陎
briy 䎷
brmj 䎺
brph 孤寂
brpl 孤军
brqc 隗
brqc 聭
brqt 孤儿
brqt 孤独
brqy 孤岛
brrh 㝂
brsg 聚氨酯
brsg 防护林带
brss 防护林
brtf 陴
brtf 聛
brul 孤单
bruu 孤立
brwn 孤僻
brwr 阿拉伯
bs 阿
bsfg 陻
bsfi 䏇
bsfi 䧣
bsg 䧈
bsh 耵
bsh 䦺
bsit 陕西省
bsjf 阿里
bsjh 刴
bsk 阿
bskg 阿
bskv 娿
bsoy 随机应变
bstf 阿根廷
bsu 朶
bsvc 阿妈
bsvg 阿姨
bswr 阿爸
bsww 䧒
bt 降
bta 降
btaf 陞
btah 降
btah 阩
btai 降落
btaj 陹
btau 职务工资
btd 聒
btdf 降压
btdg 聒
btdh 䧏
btds 卫生厅
btdy 聅
btf 陲
btfg 陲
btfg 降雨
btfh 阡
btfh 隆起
btfk 聕
btfk 䧊
btfn 毦
btfu 出入境
btfv 降雪
btfb 出生地
btg 隆
btgc 降到
btgc 降至
btgd 䃧
btgf 出自于
btgf 隀
btgg 隆
btgw 孤身一人
bthf 阼
bthk 联系点
btii 降水
btij 降温
btjt 降临
btjt 䧗
btkg 䧄
btkk 出入口
btkm 卫生员
btkt 耳鼻喉科
btky 聥
btlg 出租车
btln 聰
btln 䧭
btmd 隩
btnn 阣
btnu 㤵
btoy 䎿
btpt 取长补短
btpy 出版社
btqu 亟待解决
btre 出生年月
btsi 防微杜渐
btst 降格
bttg 隆重
bttg 降生
bttg 出生入死
btth 降息
bttu 隆冬
btuj 卫生间
btuo 出乎意料
btwf 辥
btwj 蠥
btwk 雟
btwn 陷入僵局
btwo 糱
btwq 降低
btws 櫱
btwv 㔎
btww 降价
btwx 隆化
btwb 孼
btxe 降级
btxi 孫
btxn 愻
btxp 遜
bty 孜
btyu 出版商
btbh 艸
btbh 茻
btbk 降职
btbn 陁
btbr 㪿
btbu 卫生防疫
bu 联
buah 聠
buap 联营
bucq 联欢
bud 联
budd 联大
budh 聪慧
budj 障碍
budt 联邦
budy 联
bue 隧
bued 隴
bued 䏊
buef 墜
buep 隧
bueq 鐆
buey 隊
bufc 联运
bufd 出头露面
bufh 阧
bufr 孤立无援
bugf 取决于
bugy 䧧
buhh 耳闻目睹
buim 隧洞
buis 承兑汇票
buj 障
buje 联盟
buje 聪明
bujf 障
bujg 隌
bujy 職
buk 聪
bukg 陪
bukn 聪
bumg 陪同
bumr 联网
buna 联展
bunr 陶冶情操
buoa 联席
bupa 联赛
bupj 陪审
bupl 联军
bupu 联袂
bupw 隧穿
buqk 联名
burt 联手
buru 联接
bush 联想
busw 联机
butg 隡
butx 联系
buug 陪着
buuh 防疫站
buut 隧道
buuu 联立
buvl 联姻
buvo 隒
buw 隘
buwg 联合
buwl 隘
buwq 陪你
buwu 陪伴
buxe 联组
buxf 联结
buxt 联络
buxt 聪颖
buyn 联户
buyp 联谊
buyr 承前启后
bubq 阴差阳错
bubw 联队
buby 联防
bv 限
bvad 限期
bve 限
bvey 限
bvfq 隐姓埋名
bvgf 限于
bvhl 孻
bviy 䎼
bvjf 限时
bvjg 限量
bvjs 隟
bvkg 䧂
bvoa 限度
bvpg 限定
bvpt 限额
bvri 了如指掌
bvrm 限制
bvut 限产
bvww 限价
bw 队
bwai 坠落
bwaj 除草
bwau 联合攻关
bwcn 聡
bwcn 聬
bwdc 队友
bwdc 隂
bwde 附有
bwea 坠毁
bwet 险胜
bwet 聄
bwf 附
bwfc 除去
bwff 坠
bwfi 際
bwfi 䏅
bwfu 险境
bwfy 附
bwfb 坠地
bwg 除
bwga 队形
bwga 陯
bwga 䎾
bwgd 聧
bwge 附表
bwgg 险
bwgj 隃
bwgk 附带
bwgn 取信于民
bwgo 险恶
bwgq 队列
bwgs 除
bwgu 隥
bwgw 険
bwgw 險
bwhd 除非
bwhg 附上
bwhx 险些
bwic 险滩
bwif 除尘
bwif 除法
bwj 阶
bwjh 阶
bwjh 㜾
bwkh 附中
bwkm 队员
bwkr 聆听
bwlg 联合国
bwlk 附加
bwmc 险峻
bwmj 附则
bwmt 险峰
bwmu 附赠
bwnf 阶层
bwng 险情
bwno 隖
bwnt 附属
bwny 除以
bwov 附庸
bwpd 除害
bwqh 除外
bwqk 除名
bwqt 除夕
bwrh 除掉
bwrp 附近
bwsu 阶梯
bwsv 险要
bwta 队长
bwtk 附和
bwtq 聚合物
bwtu 阶乘
bwua 聚众斗殴
bwud 出风头
bwuf 出人头地
bwug 隐含着
bwug 聚众闹事
bwul 附着力
bwuo 出人意料
bwvi 附录
bwvm 﨩
bwvo 隝
bwvo 鵈
bwvt 聁
bwwd 阶段
bwwg 队伍
bwwk 䧍
bwwp 取保候审
bwwt 附件
bwxe 阶级
bwy 队
bwyc 聆
bwyc 阾
bwyc 陰
bwyg 陮
bwyn 耹
bwyn 䧔
bwyw 附设
bwyy 附言
bwbe 险阻
bwbn 除了
bx 陛
bxfw 聪颖过人
bxge 䧘
bxgf 墬
bxgh 陛下
bxi 乸
bxl 聈
bxlt 聈
bxx 陛
bxxa 聨
bxxd 聫
bxxf 陛
bxxg 聯
bxxi 䏈
bxxn 阰
bxxo 聮
bxxr 階
byai 防范
byar 防区
byat 出谋划策
bycy 耳熟能详
bydb 出言不逊
bydb 阿谀奉承
byey 䧇
byfd 防震
byfd 防城
byff 埅
byfg 防雨
byft 出谋献策
bygk 隔离带
bygx 防毒
byhh 防止
byi 孓
byi 卪
byia 防洪
byic 防治
byif 防潮
byif 防尘
byii 防水
byim 防滑
byin 防汛
byiy 陈词滥调
byja 防暴
byju 耽误时间
byke 䧫
bykk 䧚
byks 聤
bykb 䧐
byn 孩
bynn 阸
bynw 孩
bynw 陔
byoj 防爆
byoo 防火
byow 防腐
bypa 防寒
bypf 防守
bypo 防灾
bypw 防空
byrj 孩提
byry 防护
byt 防
bytl 防备
bytl 防务
bytr 防御
byua 防冻
byug 防病
byuj 孩童
byuj 隮
byuq 防盗
byuw 防疫
byuy 䧛
bywf 联谊会
bywn 阬
bywo 䲯
bywr 防风
bywx 防化
byxf 防线
byxu 防弹
byyp 﨤
byyy 阴谋诡计
bybg 防卫
bybb 孩子
bb 子
bbad 孕期
bbcy 陬
bbds 防卫厅
bbdw 孜孜不倦
bbf 孕
bbg 孖
bbg 聑
bbg 䦻
bbgn 耿耿于怀
bbh 耶
bbhj 耳聪目明
bbhj 䧝
bbmh 聉
bbn 阤
bbpk 子宫
bbpu 孤陋寡闻
bbpu 孔孟之道
bbqg 耶稣
bbri 孙子兵法
bbta 子长
bbtg 孺子牛
bbux 子弟
bbvv 子女
bbvv 孕妇
bbwu 孩子们
bbww 随随便便
bbxu 子弹
bbxx 隐隐约约
bbyc 孕育
bbyw 子夜
bbb 子
bbbf 孨
bbbf 聶
bbbi 子孙
bbbj 孴
bbbm 顳
bbbw 㱌
bbbb 子
bbbb 子子孙孙
